id,t011_prgrm,pass_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year,t005_today
,Kilifi,1,,1,,,1,,3,3,,21.25,1,1,3,2014,05mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,06mar2014
,Kilifi,1,,1,,,1,,3,3,,73.33333333,1,1,3,2014,06mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,06mar2014
,Kilifi,1,,,,,1,,3,3,,104.1666667,1,1,3,2014,05mar2014
,Kilifi,1,,1,,,1,,3,3,,52.5,1,1,3,2014,05mar2014
,Kilifi,1,,,1,1,1,,3,3,,27.5,1,1,3,2014,05mar2014
,Kilifi,1,1,1,,,1,,3,3,,11.66666667,1,1,3,2014,05mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,06mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,06mar2014
,Kilifi,1,,1,,,1,,3,3,,41.66666667,1,1,3,2014,04mar2014
,Kilifi,0,1,,,,1,,1,3,,,,1,3,2014,04mar2014
,Kilifi,1,,1,,,1,1,,,,15,1,1,3,2014,23mar2014
,Kilifi,1,,1,,,1,,3,3,,40,1,1,3,2014,18mar2014
,Kilifi,1,,1,,,1,,3,3,,28.5,1,1,3,2014,05mar2014
,Kilifi,1,,1,,,1,,3,3,,22.5,1,1,3,2014,05mar2014
,Kilifi,1,,1,,,1,,3,3,,25.33333333,1,1,3,2014,20mar2014
,Kilifi,1,,,,,1,,2,3,,33,1,1,3,2014,08mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,1,,,,,1,,2,3,,27.5,1,1,3,2014,05mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,2,3,,17.08333333,1,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,2,3,,16.66666667,1,1,3,2014,08mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,06mar2014
,Kilifi,1,,1,,,1,,3,3,,58.33333333,1,1,3,2014,16mar2014
,Kilifi,1,1,1,,,1,,3,3,10,73.33333333,1,1,3,2014,18mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,18mar2014
,Kilifi,1,,,,,1,,2,2,5,11.75,1,1,3,2014,04mar2014
,Kilifi,1,1,1,,,1,,2,3,,38.75,1,1,3,2014,04mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,04mar2014
,Kilifi,1,1,,,,1,,2,3,9,18.33333333,1,1,3,2014,05mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,18mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,18mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,18mar2014
,Kilifi,1,,1,,,1,,3,3,,40,1,1,3,2014,18mar2014
,Kilifi,1,,1,,,1,,2,3,,150,1,1,3,2014,16mar2014
,Kilifi,1,,1,,,1,,2,3,9,32.5,1,1,3,2014,16mar2014
,Kilifi,0,0,,,,,,,,,,0,1,3,2014,16mar2014
,Kilifi,1,1,1,,,1,,3,3,9,13.25,1,1,3,2014,16mar2014
,Kilifi,0,1,1,,,0,,,,,,,1,3,2014,04mar2014
,Kilifi,0,,1,,,0,0,,,,6.25,,1,3,2014,23mar2014
,Kilifi,1,1,1,,,1,,3,3,,47.16666667,1,1,3,2014,04mar2014
,Kilifi,1,,,,,1,,3,2,,23.75,1,1,3,2014,21mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,21mar2014
,Kilifi,1,,,1,1,1,,3,3,,40.83333333,1,1,3,2014,04mar2014
,Kilifi,1,,1,,,1,,3,3,,22.5,1,1,3,2014,04mar2014
,Kilifi,1,,1,,,1,,3,3,,14.16666667,1,1,3,2014,04mar2014
,Kilifi,1,,,1,1,1,,3,3,,100,1,1,3,2014,04mar2014
,Kilifi,1,,,1,1,1,,3,3,,300,1,1,3,2014,04mar2014
,Kilifi,1,,1,,,1,,3,3,,10.83333333,1,1,3,2014,04mar2014
,Kilifi,1,,1,,,1,,3,3,,30,1,1,3,2014,16mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,16mar2014
,Kilifi,1,,1,,,1,,3,3,,20,1,1,3,2014,10mar2014
,Kilifi,1,,1,,,1,,3,3,,15,1,1,3,2014,10mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,10mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,10mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,19mar2014
,Kilifi,1,,,,,1,,3,3,,17.91666667,1,1,3,2014,11mar2014
,Kilifi,1,,1,,,1,,3,3,,12.75,1,1,3,2014,21mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,21mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,21mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,19mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,19mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,19mar2014
,Kilifi,1,,1,,,1,,3,3,,12,1,1,3,2014,21mar2014
,Kilifi,1,,1,,,1,,3,3,,10.83333333,1,1,3,2014,10mar2014
,Kilifi,0,,1,,,1,,3,3,,1,,1,3,2014,10mar2014
,Kilifi,1,,1,,,1,,3,3,,11,1,1,3,2014,10mar2014
,Kilifi,0,,,,,1,1,,,,1,,1,3,2014,21mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,17.75,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,22.66666667,1,1,3,2014,20mar2014
,Kilifi,0,,,,,0,1,,,,5.5,,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,28.25,1,1,3,2014,20mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,20mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,11mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,11mar2014
,Kilifi,1,,1,,,1,,3,3,,30,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,20,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,40,1,1,3,2014,21mar2014
,Kilifi,1,,1,,,1,,3,3,,40,1,1,3,2014,21mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,100,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,20,1,1,3,2014,20mar2014
,Kilifi,0,,,,,0,1,,,,4.333333333,,1,3,2014,18mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,20mar2014
,Kilifi,0,,,,,1,,3,3,,9,,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,10.83333333,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,15,1,1,3,2014,20mar2014
,Kilifi,0,,0,,,1,,3,3,,5,,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,0,,1,,,1,1,,,,5,,1,3,2014,12mar2014
,Kilifi,0,,1,,,0,1,,,,1,,1,3,2014,12mar2014
,Kilifi,1,,,1,1,1,1,,,,50,1,1,3,2014,12mar2014
,Kilifi,0,,,1,1,0,1,,,,5,,1,3,2014,12mar2014
,Kilifi,1,,1,,,1,1,,,,42.5,1,1,3,2014,12mar2014
,Kilifi,0,,1,,,0,,3,2,,8.75,,1,3,2014,27mar2014
,Kilifi,0,,1,,,0,,2,3,9,8.25,,1,3,2014,27mar2014
,Kilifi,0,,0,,,0,,2,3,9,3,,1,3,2014,27mar2014
,Kilifi,0,,1,,,0,,2,3,9,6.25,,1,3,2014,27mar2014
,Kilifi,0,,1,,,1,1,,,,3,,1,3,2014,12mar2014
,Kilifi,0,,1,,,0,1,,,,0.083333333,,1,3,2014,12mar2014
,Kilifi,0,,1,,,0,1,,,,5.75,,1,3,2014,12mar2014
,Kilifi,0,,1,,,1,1,,,,1,,1,3,2014,22mar2014
,Kilifi,0,,,1,1,1,1,,,,8,,1,3,2014,13mar2014
,Kilifi,1,,1,,,1,1,,,,10,1,1,3,2014,13mar2014
,Kilifi,1,,1,,,1,1,,,,10.83333333,1,1,3,2014,23mar2014
,Kilifi,0,,1,,,1,1,,,,9,,1,3,2014,23mar2014
,Kilifi,1,,,1,1,1,1,,,,30.58333333,1,1,3,2014,13mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,16mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,16mar2014
,Kilifi,1,,1,,,1,,1,3,,11.25,1,1,3,2014,11mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,11mar2014
,Kilifi,1,,,,,1,,3,2,,10.5,1,1,3,2014,20mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,10mar2014
,Kilifi,0,,1,,,1,,3,3,,1,,1,3,2014,10mar2014
,Kilifi,0,,1,,,0,,3,3,,18,0,1,3,2014,10mar2014
,Kilifi,0,,1,,,0,0,,,,6.666666667,,1,3,2014,21mar2014
,Kilifi,0,,1,,,0,1,,,,10.5,0,1,3,2014,13mar2014
,Kilifi,0,,1,,,0,1,,,,4,,1,3,2014,13mar2014
,Kilifi,1,,,,,1,1,,,,10,1,1,3,2014,13mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,19mar2014
,Kilifi,1,,1,,,1,1,,,,140,1,1,3,2014,13mar2014
,Kilifi,1,,1,,,1,1,,,,17,1,1,3,2014,21mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,16mar2014
,Kilifi,1,,1,,,1,,3,3,,11.66666667,1,1,3,2014,16mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,16mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,3,3,,10.25,1,1,3,2014,08mar2014
,Kilifi,0,,,,,0,,3,3,,4.666666667,,1,3,2014,08mar2014
,Kilifi,1,,,,,1,,3,3,,11.66666667,1,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,3,3,,19.75,1,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,3,3,,16,1,1,3,2014,08mar2014
,Kilifi,0,,1,,,0,,3,1,9,6,,1,3,2014,07mar2014
,Kilifi,0,,1,,,0,,3,1,,7.666666667,,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,20mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,20mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,07mar2014
,Kilifi,1,,1,,,1,,3,3,,11.25,1,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,07mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,04mar2014
,Kilifi,1,,1,,,1,,3,3,,20,1,1,3,2014,13mar2014
,Kilifi,1,,1,,,1,,3,3,,20,1,1,3,2014,12mar2014
,Kilifi,1,,1,,,1,,3,3,,20,1,1,3,2014,12mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,15,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,18,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,15,1,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,3,3,,15,1,1,3,2014,20mar2014
,Kilifi,0,,1,,,1,,3,3,,1,,1,3,2014,08mar2014
,Kilifi,0,,1,,,0,,3,3,,7.5,,1,3,2014,08mar2014
,Kilifi,0,,1,,,0,,3,3,,5,,1,3,2014,07mar2014
,Kilifi,0,,1,,,1,,3,3,,4.083333333,,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,3,3,,70,1,1,3,2014,08mar2014
,Kilifi,0,,,,,1,1,,,,1,,1,3,2014,21mar2014
,Kilifi,0,,1,,,1,,3,3,,3,,1,3,2014,08mar2014
,Kilifi,0,,1,,,1,,3,3,,4,,1,3,2014,08mar2014
,Kilifi,0,,1,,,1,,3,3,,1,,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,3,3,,11.41666667,1,1,3,2014,08mar2014
,Kilifi,0,,1,,,0,,3,3,,5.166666667,,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,07mar2014
,Kilifi,0,,1,,,1,1,,,,1,,1,3,2014,21mar2014
,Kilifi,0,,1,,,1,,3,3,,4,,1,3,2014,07mar2014
,Kilifi,0,,1,,,0,,3,3,0,0,,1,3,2014,08mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,0,,1,,,1,1,,,9,5.5,,1,3,2014,21mar2014
,Kilifi,1,,1,,,1,,3,3,,20.83333333,1,1,3,2014,07mar2014
,Kilifi,1,,1,,,1,,3,3,,15,1,1,3,2014,07mar2014
,Kilifi,1,,1,,,1,,3,3,,12.25,1,1,3,2014,07mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,07mar2014
,Kilifi,1,,1,,,1,1,,,,19,1,1,3,2014,21mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,07mar2014
,Kilifi,1,,1,,,1,,3,3,,19.91666667,1,1,3,2014,07mar2014
,Kilifi,1,,,,,1,,3,3,,10,1,1,3,2014,07mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,07mar2014
,Kilifi,0,,,,,1,,3,3,,4,,1,3,2014,07mar2014
,Kilifi,0,,1,,,0,,3,3,,1.5,,1,3,2014,08mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,0,,,,,0,,3,3,,4,,1,3,2014,07mar2014
,Kilifi,0,,1,,,0,,3,3,,4.333333333,,1,3,2014,08mar2014
,Kilifi,1,,1,,,1,,3,3,10,17,1,1,3,2014,18mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,18mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,19mar2014
,Kilifi,1,,1,,,1,,3,2,,10,1,1,3,2014,19mar2014
,Kilifi,0,,0,,,1,,2,3,,2,,1,3,2014,12mar2014
,Kilifi,1,,1,,,1,,3,3,,12.5,1,1,3,2014,19mar2014
,Kilifi,0,,1,,,0,,2,3,9,6.5,,1,3,2014,19mar2014
,Kilifi,0,,1,,,0,,2,3,9,1.5,,1,3,2014,19mar2014
,Kilifi,0,,1,,,0,,2,3,9,8.25,,1,3,2014,19mar2014
,Kilifi,0,,1,,,0,,3,3,9,3,,1,3,2014,19mar2014
,Kilifi,1,,1,,,1,,3,3,,20,1,1,3,2014,19mar2014
,Kilifi,0,,1,,,0,,2,3,9,4,,1,3,2014,19mar2014
,Kilifi,0,,1,,,0,,2,3,9,4.75,,1,3,2014,19mar2014
,Kilifi,0,,1,,,0,,2,3,9,4,,1,3,2014,19mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,19mar2014
,Kilifi,0,,1,,,0,,2,3,8,8,,1,3,2014,19mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,19mar2014
,Kilifi,1,,1,,,1,,3,3,,15,1,1,3,2014,20mar2014
,Kilifi,0,,0,,,1,,3,3,,3,,1,3,2014,20mar2014
,Kilifi,0,,0,,,1,,3,3,,3,,1,3,2014,20mar2014
,Kilifi,0,,0,,,0,,3,3,,3,,1,3,2014,20mar2014
,Kilifi,0,,1,,,0,,3,3,,2,,1,3,2014,20mar2014
,Kilifi,1,,1,,,1,,3,3,,30,1,1,3,2014,12mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,12mar2014
,Kilifi,1,,1,,,1,,3,3,,15,1,1,3,2014,22mar2014
,Kilifi,1,,1,,,1,,3,3,,20,1,1,3,2014,22mar2014
,Kilifi,0,,0,,,1,,3,3,,2,,1,3,2014,22mar2014
,Kilifi,1,,1,,,1,,3,3,,10,1,1,3,2014,20mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,08mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,10mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,17mar2014
,Kilifi,1,,1,,,1,,3,3,,19.75,1,1,3,2014,17mar2014
,Kilifi,1,,1,,,1,,3,3,,27.5,1,1,3,2014,17mar2014
,Kilifi,0,0,,,,,,,,,,,1,3,2014,04mar2014
,Uasin Gishu,1,,1,,,1,,3,3,,10.25,1,1,9,2014,12-Sep-14
,Uasin Gishu,0,,1,,,0,,,,,,,1,9,2014,26-Sep-14
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,24-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,12,2014,15dec2014
,Uasin Gishu,0,,,,,1,,3,3,,5,,1,5,2015,27may2015
,Uasin Gishu,0,,1,,,1,,3,3,,2,,1,5,2015,27may2015
,Uasin Gishu,0,,,,,1,,3,3,,6,,1,5,2015,27may2015
,Trans Nzoia,0,,1,,,1,,3,3,,2.166666667,,1,4,2015,15-Apr-15
,Trans Nzoia,0,0,,,,,,,,,,,1,12,2014,02dec2014
,Trans Nzoia,1,,,,,1,,2,3,,20,1,1,4,2015,28-Apr-15
,Trans Nzoia,1,,1,,,1,,3,3,,10,1,1,4,2015,28-Apr-15
,Trans Nzoia,1,,1,,,1,,3,3,,15,1,1,6,2015,23-Jun-15
,Trans Nzoia,1,,1,,,1,,3,3,,20,1,1,4,2015,28-Apr-15
,Trans Nzoia,1,,,,,1,,3,3,,15,1,1,6,2015,23-Jun-15
,Trans Nzoia,1,,1,,,1,,3,3,,10,1,1,6,2015,23-Jun-15
,Trans Nzoia,1,,1,,,1,,3,3,,16.25,1,1,6,2015,18-Jun-15
,Trans Nzoia,0,,1,,,1,,2,3,,7.166666667,,1,4,2015,27-Apr-15
,Trans Nzoia,1,,1,,,1,,3,3,,44.75,1,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,1,,2,3,,9.25,,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,1,,3,3,,4.5,,1,2,2015,27-Feb-15
,Trans Nzoia,0,,,,,1,,3,3,,4.5,,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,1,,2,3,,3,,1,2,2015,27-Feb-15
,Trans Nzoia,1,,,,,1,,3,3,,18.25,1,1,2,2015,27-Feb-15
,Trans Nzoia,0,,,,,1,,2,3,,2.25,,1,2,2015,27-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,25,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,10,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,20,1,1,2,2015,26-Feb-15
,Trans Nzoia,0,,1,,,1,,3,3,,7,,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,25,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,20,1,1,2,2015,26-Feb-15
,Trans Nzoia,0,,,,,0,,,,,,,1,3,2015,01mar2015
,Trans Nzoia,1,,,,,1,,3,3,,10.25,1,1,3,2015,01mar2015
,Trans Nzoia,1,,1,,,1,,3,3,,20,1,1,2,2015,26-Feb-15
,Trans Nzoia,0,,1,,,1,,3,3,,7,,1,2,2015,27-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,12.5,1,1,2,2015,27-Feb-15
,Trans Nzoia,0,,,,,1,,3,3,,4,,1,3,2015,04mar2015
,Trans Nzoia,1,,,,,1,,2,3,,62.5,1,1,2,2015,26-Feb-15
,Trans Nzoia,0,0,,,,,,,,,,,1,3,2015,17mar2015
,Trans Nzoia,0,,1,,,1,,3,3,,4,,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,27-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,10,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,12,1,1,2,2015,26-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,26-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,28-Feb-15
,Trans Nzoia,1,,1,,,1,,2,3,,77.5,1,1,2,2015,28-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,3,2015,01mar2015
,Trans Nzoia,0,,1,,,0,,,,,,,1,3,2015,01mar2015
,Trans Nzoia,1,,,,,1,,2,3,,40,1,1,3,2015,13mar2015
,Trans Nzoia,0,,,,,0,,,,,,,1,3,2015,15mar2015
,Trans Nzoia,0,,1,,,0,,,,,,,1,3,2015,15mar2015
,Trans Nzoia,0,,,,,0,,,,,,,1,3,2015,15mar2015
,Trans Nzoia,0,0,,,,,,,,,,,1,3,2015,05mar2015
,Trans Nzoia,1,,1,,,1,,3,3,,26.25,1,1,3,2015,07mar2015
,Trans Nzoia,1,,1,,,1,,3,3,,17.5,1,1,3,2015,07mar2015
,Trans Nzoia,1,,1,,,1,,3,3,,12.5,1,1,3,2015,07mar2015
,Trans Nzoia,1,,,,,1,,3,3,,12.25,1,1,3,2015,07mar2015
,Trans Nzoia,1,,,,,1,,3,3,,20,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,15,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,20,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,20,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,14,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,17.5,1,1,2,2015,27-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,35,1,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,28-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,28-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,10.25,1,1,2,2015,27-Feb-15
,Trans Nzoia,1,,1,,,1,,2,3,,35,1,1,2,2015,27-Feb-15
,Trans Nzoia,0,,,,,0,,,,,,,1,3,2015,15mar2015
,Trans Nzoia,0,,1,,,0,,,,,,,1,3,2015,15mar2015
,Trans Nzoia,0,,,,,0,,,,,,,1,3,2015,15mar2015
,Trans Nzoia,1,,,,,1,,2,3,,65,1,1,3,2015,16mar2015
,Trans Nzoia,0,,,,,0,,,,,,,1,3,2015,16mar2015
,Trans Nzoia,0,,,,,0,,,,,,,1,3,2015,16mar2015
,Trans Nzoia,1,,,,,1,,2,3,,89.5,1,1,3,2015,16mar2015
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,0,,,,,,,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,1,,3,2,,4.25,,1,2,2015,26-Feb-15
,Trans Nzoia,1,,,,,1,,3,3,,10,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,25,1,1,2,2015,27-Feb-15
,Trans Nzoia,0,,1,,,1,,3,3,,6.25,,1,2,2015,27-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,15,1,1,3,2015,07mar2015
,Trans Nzoia,0,,1,,,1,,3,3,,3.75,,1,3,2015,07mar2015
,Trans Nzoia,1,,,,,1,,3,3,,15,1,1,3,2015,07mar2015
,Trans Nzoia,1,,1,,,1,,3,3,,12.5,1,1,3,2015,10mar2015
,Trans Nzoia,0,,,,,0,,,,,,,1,3,2015,10mar2015
,Trans Nzoia,0,,1,,,0,,,,,,,1,3,2015,04mar2015
,Trans Nzoia,0,,,,,0,,,,,,,1,3,2015,04mar2015
,Trans Nzoia,1,,,,,1,,3,3,,10.83333333,1,1,3,2015,04mar2015
,Trans Nzoia,1,,1,,,1,,3,3,,11,1,1,3,2015,10mar2015
,Trans Nzoia,1,,,,,1,,3,3,,10,1,1,3,2015,10mar2015
,Trans Nzoia,1,,,,,1,,3,3,,11,1,1,3,2015,10mar2015
,Trans Nzoia,0,,1,,,1,,3,3,,4,,1,3,2015,10mar2015
,Trans Nzoia,1,,1,,,1,,3,3,,65,1,1,11,2014,25-Nov-14
,Trans Nzoia,1,,,,,1,,3,3,,17.25,1,1,11,2014,26-Nov-14
,Trans Nzoia,1,,,,,1,,3,3,,16,1,1,11,2014,26-Nov-14
,Trans Nzoia,1,,,,,1,,3,3,,12,1,1,11,2014,26-Nov-14
,Trans Nzoia,0,,,0,,0,,,,,,,1,11,2014,25-Nov-14
,Trans Nzoia,1,,1,,,1,,3,3,,40,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,,0,,1,,3,3,,60,1,1,11,2014,25-Nov-14
,Trans Nzoia,1,,1,,,1,,3,3,,12.75,1,1,2,2015,26-Feb-15
,Trans Nzoia,0,,,,,0,,,,,,,1,11,2014,25-Nov-14
,Trans Nzoia,1,,1,,,1,,3,3,,14,1,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,2,3,,16,1,1,11,2014,25-Nov-14
,Trans Nzoia,1,,,,,1,,3,3,,10.5,1,1,2,2015,26-Feb-15
,Trans Nzoia,0,,,,,0,,,,,,,1,11,2014,25-Nov-14
,Trans Nzoia,1,,,,,1,,3,3,,10.75,1,1,2,2015,26-Feb-15
,Trans Nzoia,0,,0,,,,,,,,,,1,2,2015,26-Feb-15
,Trans Nzoia,1,,1,,,1,,3,3,,10.75,1,1,2,2015,26-Feb-15
,Trans Nzoia,0,,1,,,1,,3,3,,1.75,,1,2,2015,26-Feb-15
,Trans Nzoia,0,,,,,1,,3,3,,1,,1,11,2014,25-Nov-14
,Trans Nzoia,0,0,,,,,,,,,,,1,11,2014,25-Nov-14
,Trans Nzoia,0,,1,,,0,,,,,,,1,3,2015,03mar2015
,Trans Nzoia,1,,,,,1,,3,3,,20,1,1,11,2014,25-Nov-14
,Trans Nzoia,1,,,,,1,,3,3,,35,1,1,3,2015,03mar2015
