s102_wpt_id,s206_cl_dispensed,s208_dispprob,s209_dispprob_cas_padlk,s210_dispprob_tnk_vlv,s211_dispprob_stker_tag_paint,s212_nut,month_survey,year_survey,s009_country,s011_prgrm
"10010001","1","0",".",".",".",".",12,2014,"1","BSA"
"10010001","1","0",".",".",".",".",6,2015,"1","BSA"
"10010002","0","0",".",".",".",".",2,2015,"1","BSA"
"10010002","1","0",".",".",".",".",12,2014,"1","BSA"
"10010002","1","0",".",".",".",".",4,2014,"1","BSA"
"10010002","1","0",".",".",".",".",6,2015,"1","BSA"
"10010003",".","1","0","1","1","0",12,2014,"1","BSA"
"10010003","1","0",".",".",".",".",6,2015,"1","BSA"
"10010003","1","0",".",".",".",".",4,2014,"1","BSA"
"10010004","1","0",".",".",".",".",1,2015,"1","BSA"
"10010004","1","0",".",".",".",".",11,2013,"1","BSA"
"10010004","1","0",".",".",".",".",3,2015,"1","BSA"
"10010005","1","0",".",".",".",".",5,2015,"1","BSA"
"10010005","1","0",".",".",".",".",6,2015,"1","BSA"
"10010005","1","0",".",".",".",".",3,2015,"1","BSA"
"10010006","1","0",".",".",".",".",2,2014,"1","BSA"
"10010006","1","1","0","1","0","0",7,2015,"1","BSA"
"10010006","1","0",".",".",".",".",1,2015,"1","BSA"
"10010006","1","0",".",".",".",".",6,2015,"1","BSA"
"10010007","1","0",".",".",".",".",6,2015,"1","BSA"
"10010007","1","1","0","0","0","0",2,2015,"1","BSA"
"10010008","1","0",".",".",".",".",7,2015,"1","BSA"
"10010008","0","0",".",".",".",".",2,2015,"1","BSA"
"10010008","1","1","1","0","0","0",6,2015,"1","BSA"
"10010009","1","0",".",".",".",".",11,2013,"1","BSA"
"10010009","1","0",".",".",".",".",7,2015,"1","BSA"
"10010009","1","0",".",".",".",".",3,2015,"1","BSA"
"10010010","1","0",".",".",".",".",1,2015,"1","BSA"
"10010011","1","0",".",".",".",".",7,2015,"1","BSA"
"10010011","1","0",".",".",".",".",2,2015,"1","BSA"
"10010012","1","1","0","1","1","0",2,2015,"1","BSA"
"10010012","1","0",".",".",".",".",3,2015,"1","BSA"
"10010012","1","0",".",".",".",".",6,2015,"1","BSA"
"10010013","1","0",".",".",".",".",6,2015,"1","BSA"
"10010014","1","0",".",".",".",".",3,2015,"1","BSA"
"10010014","1","0",".",".",".",".",6,2015,"1","BSA"
"10010014","1","0",".",".",".",".",6,2015,"1","BSA"
"10010014","1","0",".",".",".",".",6,2015,"1","BSA"
"10010015","1","0",".",".",".",".",6,2015,"1","BSA"
"10010015","1","0",".",".",".",".",11,2013,"1","BSA"
"10020001","1","0",".",".",".",".",2,2015,"1","BSA"
"10020002",".","0",".",".",".",".",10,2013,"1","BSA"
"10020002","1","0",".",".",".",".",3,2015,"1","BSA"
"10020003","1","0",".",".",".",".",2,2015,"1","BSA"
"10020004","0","1","0","1","1","0",1,2015,"1","BSA"
"10020005","1","1","1","0","0","0",5,2015,"1","BSA"
"10020005","1","0",".",".",".",".",2,2015,"1","BSA"
"10020005","1","0",".",".",".",".",7,2015,"1","BSA"
"10020006","1","0",".",".",".",".",1,2015,"1","BSA"
"10020006","1","0",".",".",".",".",1,2015,"1","BSA"
"10020007","0","0",".",".",".",".",2,2015,"1","BSA"
"10020008","1","1","1","0","1","0",1,2015,"1","BSA"
"10020008","1","0",".",".",".",".",6,2015,"1","BSA"
"10020009","1","0",".",".",".",".",2,2014,"1","BSA"
"10020009","1","0",".",".",".",".",2,2015,"1","BSA"
"10020010","0","0",".",".",".",".",3,2015,"1","BSA"
"10020010","1","0",".",".",".",".",7,2015,"1","BSA"
"10020010",".","0",".",".",".",".",12,2014,"1","BSA"
"10020011","1","0",".",".",".",".",1,2015,"1","BSA"
"10020011","1","0",".",".",".",".",7,2015,"1","BSA"
"10020012","1","0",".",".",".",".",2,2015,"1","BSA"
"10020013","1","1","0","0","0","0",2,2015,"1","BSA"
"10020015","1","0",".",".",".",".",10,2013,"1","BSA"
"10020015","1","0",".",".",".",".",3,2015,"1","BSA"
"10020016","1","0",".",".",".",".",1,2015,"1","BSA"
"10020016","1","0",".",".",".",".",6,2015,"1","BSA"
"10020016","1","0",".",".",".",".",3,2015,"1","BSA"
"10020017","1","0",".",".",".",".",1,2015,"1","BSA"
"10020017","1","0",".",".",".",".",7,2015,"1","BSA"
"10020017",".","0",".",".",".",".",10,2013,"1","BSA"
"10020019","1","0",".",".",".",".",2,2015,"1","BSA"
"10020020","1","0",".",".",".",".",6,2015,"1","BSA"
"10020020","1","0",".",".",".",".",1,2015,"1","BSA"
"10020021","1","0",".",".",".",".",3,2015,"1","BSA"
"10020021","1","0",".",".",".",".",7,2015,"1","BSA"
"10020021",".","0",".",".",".",".",10,2013,"1","BSA"
"10020022","1","0",".",".",".",".",2,2015,"1","BSA"
"10020022","1","0",".",".",".",".",7,2015,"1","BSA"
"10020023","1","1","0","1","1","0",2,2015,"1","BSA"
"10020024","1","0",".",".",".",".",3,2015,"1","BSA"
"10020024","1","0",".",".",".",".",2,2015,"1","BSA"
"10020024","1","0",".",".",".",".",3,2015,"1","BSA"
"10020025","0","0",".",".",".",".",2,2015,"1","BSA"
"10020026","1","0",".",".",".",".",6,2015,"1","BSA"
"10020026","1","0",".",".",".",".",2,2015,"1","BSA"
"10020027","0","0",".",".",".",".",2,2015,"1","BSA"
"10020027","1","0",".",".",".",".",6,2015,"1","BSA"
"10020028","1","0",".",".",".",".",2,2015,"1","BSA"
"10020028","1","0",".",".",".",".",6,2015,"1","BSA"
"10030001","1","0",".",".",".",".",2,2015,"1","BSA"
"10030001","1","0",".",".",".",".",5,2015,"1","BSA"
"10030001","1","0",".",".",".",".",6,2015,"1","BSA"
"10030002","1","0",".",".",".",".",12,2014,"1","BSA"
"10030002","1","1","0","1","0","0",7,2015,"1","BSA"
"10030002","1","0",".",".",".",".",6,2015,"1","BSA"
"10030002","1","0",".",".",".",".",2,2015,"1","BSA"
"10030003",".",".",".",".",".",".",6,2015,"1","BSA"
"10030004","1","0",".",".",".",".",6,2015,"1","BSA"
"10030004","1","1","0","1","0","0",2,2015,"1","BSA"
"10030004","1","0",".",".",".",".",6,2015,"1","BSA"
"10030004","1","0",".",".",".",".",6,2015,"1","BSA"
"10030005",".","1","1","0","1","1",6,2015,"1","BSA"
"10030005","1","0",".",".",".",".",7,2015,"1","BSA"
"10030005","1","0",".",".",".",".",6,2015,"1","BSA"
"10030005","1","0",".",".",".",".",2,2015,"1","BSA"
"10030006","1","0",".",".",".",".",6,2015,"1","BSA"
"10030006","1","0",".",".",".",".",7,2015,"1","BSA"
"10030006","1","0",".",".",".",".",2,2015,"1","BSA"
"10030007","1","0",".",".",".",".",8,2014,"1","BSA"
"10030007","1","0",".",".",".",".",1,2015,"1","BSA"
"10030008","1","0",".",".",".",".",2,2014,"1","BSA"
"10030008","1","1","0","0","1","0",7,2015,"1","BSA"
"10030008","1","0",".",".",".",".",6,2015,"1","BSA"
"10030008","1","1","1","0","1","0",2,2015,"1","BSA"
"10030008","1","1","1","1","0","0",12,2014,"1","BSA"
"10030009","1","0",".",".",".",".",6,2015,"1","BSA"
"10030009","1","0",".",".",".",".",2,2015,"1","BSA"
"10030010","1","0",".",".",".",".",2,2015,"1","BSA"
"10030010","1","0",".",".",".",".",12,2014,"1","BSA"
"10030010","1","0",".",".",".",".",6,2015,"1","BSA"
"10030011","1","1","0","1","1","0",2,2015,"1","BSA"
"10030011","1","0",".",".",".",".",6,2015,"1","BSA"
"10030011","1","0",".",".",".",".",3,2015,"1","BSA"
"10030011","1","0",".",".",".",".",7,2015,"1","BSA"
"10030012","1","0",".",".",".",".",2,2015,"1","BSA"
"10030012","0","1","0","1","1","0",12,2014,"1","BSA"
"10030012","1","1","0","0","0","0",6,2015,"1","BSA"
"10030013","1","0",".",".",".",".",12,2014,"1","BSA"
"10030013",".","1","0","1","0","0",6,2014,"1","BSA"
"10030013","1","0",".",".",".",".",6,2015,"1","BSA"
"10030013","1","0",".",".",".",".",2,2015,"1","BSA"
"10030014","1","0",".",".",".",".",1,2014,"1","BSA"
"10030014","1","1","1","0","0","0",12,2014,"1","BSA"
"10030014","1","0",".",".",".",".",6,2015,"1","BSA"
"10030014","1","0",".",".",".",".",1,2015,"1","BSA"
"10030015","1","0",".",".",".",".",2,2015,"1","BSA"
"10030015","1","0",".",".",".",".",7,2015,"1","BSA"
"10030015","1","0",".",".",".",".",6,2015,"1","BSA"
"10030015","1","0",".",".",".",".",12,2014,"1","BSA"
"10030016","1","0",".",".",".",".",8,2015,"1","BSA"
"10030016","1","1","0","1","1","0",2,2015,"1","BSA"
"10030016","1","0",".",".",".",".",6,2015,"1","BSA"
"10030017","1","0",".",".",".",".",6,2015,"1","BSA"
"10030017","1","0",".",".",".",".",2,2015,"1","BSA"
"10038090","1","0",".",".",".",".",1,2015,"1","KKM"
"10050001","1","0",".",".",".",".",3,2015,"1","BSA"
"10050001","1","0",".",".",".",".",6,2015,"1","BSA"
"10050002",".","1","1","0","1","0",2,2015,"1","BSA"
"10050003",".","0",".",".",".",".",3,2015,"1","BSA"
"10050004","1","0",".",".",".",".",10,2014,"1","BSA"
"10050005","1","0",".",".",".",".",3,2015,"1","BSA"
"10050005","1","1","0","0","1","0",3,2015,"1","BSA"
"10050006","1","0",".",".",".",".",3,2015,"1","BSA"
"10050006","1","0",".",".",".",".",2,2014,"1","BSA"
"10050007","1","1","0","1","1","0",3,2015,"1","BSA"
"10050008","1","0",".",".",".",".",3,2015,"1","BSA"
"10050008","1","0",".",".",".",".",4,2014,"1","BSA"
"10050008","1","0",".",".",".",".",6,2015,"1","BSA"
"10050009","1","0",".",".",".",".",7,2015,"1","BSA"
"10050009","1","0",".",".",".",".",6,2015,"1","BSA"
"10050009","1","0",".",".",".",".",3,2015,"1","BSA"
"10050010","1","0",".",".",".",".",6,2015,"1","BSA"
"10050010","1","0",".",".",".",".",6,2014,"1","BSA"
"10050011","1","1","1","0","1","0",3,2015,"1","BSA"
"10050011","1","0",".",".",".",".",6,2015,"1","BSA"
"10050012","1","0",".",".",".",".",6,2015,"1","BSA"
"10050013","1","0",".",".",".",".",11,2014,"1","BSA"
"10050013","1","0",".",".",".",".",6,2015,"1","BSA"
"10050013","1","0",".",".",".",".",3,2015,"1","BSA"
"10050013","1","0",".",".",".",".",6,2015,"1","BSA"
"10050014","1","0",".",".",".",".",6,2015,"1","BSA"
"10050014","1","1","1","0","1","0",3,2015,"1","BSA"
"10050014","1","1","0","1","1","0",6,2015,"1","BSA"
"10050015","1","0",".",".",".",".",6,2015,"1","BSA"
"10050015","1","1","0","1","0","1",6,2015,"1","BSA"
"10050015","1","1","0","0","0","0",3,2015,"1","BSA"
"10050016","1","0",".",".",".",".",3,2015,"1","BSA"
"10050016","1","0",".",".",".",".",6,2015,"1","BSA"
"10050016","1","0",".",".",".",".",6,2015,"1","BSA"
"10050017","1","0",".",".",".",".",6,2015,"1","BSA"
"10050017","1","0",".",".",".",".",6,2015,"1","BSA"
"10050017","1","0",".",".",".",".",2,2015,"1","BSA"
"10050017","1","0",".",".",".",".",3,2015,"1","BSA"
"10050018","1","0",".",".",".",".",6,2015,"1","BSA"
"10050018","0","0",".",".",".",".",3,2015,"1","BSA"
"10050018","1","0",".",".",".",".",5,2015,"1","BSA"
"10050019","1","0",".",".",".",".",5,2015,"1","BSA"
"10050019","1","0",".",".",".",".",3,2015,"1","BSA"
"10050019","1","0",".",".",".",".",5,2015,"1","BSA"
"10050019","1","0",".",".",".",".",6,2015,"1","BSA"
"10050020","1","0",".",".",".",".",6,2015,"1","BSA"
"10050020","1","0",".",".",".",".",3,2015,"1","BSA"
"10050020","1","0",".",".",".",".",5,2015,"1","BSA"
"10050020","1","0",".",".",".",".",7,2014,"1","BSA"
"10050021","1","0",".",".",".",".",6,2015,"1","BSA"
"10050021","1","0",".",".",".",".",3,2015,"1","BSA"
"10050021","1","0",".",".",".",".",5,2015,"1","BSA"
"10050022","1","0",".",".",".",".",5,2015,"1","BSA"
"10050022","1","0",".",".",".",".",3,2015,"1","BSA"
"10050022","1","0",".",".",".",".",6,2015,"1","BSA"
"10050023","1","0",".",".",".",".",2,2015,"1","BSA"
"10050024","1","0",".",".",".",".",3,2014,"1","BSA"
"10050024","1","0",".",".",".",".",2,2015,"1","BSA"
"10050025","1","1","1","0","0","0",2,2015,"1","BSA"
"10050026","1","0",".",".",".",".",2,2015,"1","BSA"
"10050027","1","0",".",".",".",".",2,2015,"1","BSA"
"10050028","1","0",".",".",".",".",2,2015,"1","BSA"
"10050030","1","0",".",".",".",".",2,2014,"1","BSA"
"10050030","1","0",".",".",".",".",3,2015,"1","BSA"
"10050031","1","0",".",".",".",".",5,2014,"1","BSA"
"10050031","1","1","1","0","0","0",6,2015,"1","BSA"
"10050031","1","0",".",".",".",".",3,2015,"1","BSA"
"10050032","1","0",".",".",".",".",3,2015,"1","BSA"
"10050032","1","0",".",".",".",".",6,2015,"1","BSA"
"10050033","1","0",".",".",".",".",2,2015,"1","BSA"
"10050034","1","0",".",".",".",".",2,2015,"1","BSA"
"10050035","1","0",".",".",".",".",1,2015,"1","BSA"
"10050035","1","0",".",".",".",".",1,2014,"1","BSA"
"10050035","1","1","0","0","1","0",6,2015,"1","BSA"
"10050036","1","0",".",".",".",".",7,2015,"1","BSA"
"10050036","1","0",".",".",".",".",1,2015,"1","BSA"
"10050036","1","0",".",".",".",".",6,2015,"1","BSA"
"10050037","1","0",".",".",".",".",6,2015,"1","BSA"
"10050038","1","0",".",".",".",".",1,2015,"1","BSA"
"10050038","1","0",".",".",".",".",7,2015,"1","BSA"
"10050038","1","0",".",".",".",".",7,2015,"1","BSA"
"10050039","1","0",".",".",".",".",6,2015,"1","BSA"
"10050039","1","0",".",".",".",".",10,2013,"1","BSA"
"10050039","1","0",".",".",".",".",1,2015,"1","BSA"
"10050040","1","1","1","1","1","0",1,2015,"1","BSA"
"10050040","1","0",".",".",".",".",7,2015,"1","BSA"
"10050041","1","0",".",".",".",".",3,2015,"1","BSA"
"10050041","1","0",".",".",".",".",6,2015,"1","BSA"
"10050042","1","0",".",".",".",".",3,2015,"1","BSA"
"10050042","1","0",".",".",".",".",6,2015,"1","BSA"
"10050042","1","0",".",".",".",".",6,2015,"1","BSA"
"10050042",".","0",".",".",".",".",7,2014,"1","BSA"
"10050043","1","0",".",".",".",".",6,2015,"1","BSA"
"10050043","1","0",".",".",".",".",3,2015,"1","BSA"
"10050044","1","0",".",".",".",".",3,2015,"1","BSA"
"10050044","1","0",".",".",".",".",6,2015,"1","BSA"
"10050045","1","0",".",".",".",".",10,2014,"1","BSA"
"10050045","1","0",".",".",".",".",3,2015,"1","BSA"
"10050045","1","0",".",".",".",".",6,2015,"1","BSA"
"10050046",".","1","0","0","1","0",3,2015,"1","BSA"
"10050046","1","0",".",".",".",".",6,2015,"1","BSA"
"10050046","1","0",".",".",".",".",7,2015,"1","BSA"
"10050047","1","1","0","0","0","0",3,2015,"1","BSA"
"10050048",".","1","0","1","1","0",5,2015,"1","BSA"
"10050048","1","0",".",".",".",".",3,2015,"1","BSA"
"10050048","1","0",".",".",".",".",6,2015,"1","BSA"
"10050049","1","1","0","1","1","0",3,2015,"1","BSA"
"10050049","1","0",".",".",".",".",6,2015,"1","BSA"
"10050050","1","0",".",".",".",".",3,2015,"1","BSA"
"10050050","1","0",".",".",".",".",6,2015,"1","BSA"
"10050051","1","0",".",".",".",".",6,2015,"1","BSA"
"10050051","1","1","1","1","1","0",3,2015,"1","BSA"
"10050052","1","0",".",".",".",".",7,2014,"1","BSA"
"10050052","0","1","0","1","1","0",3,2015,"1","BSA"
"10050052","1","0",".",".",".",".",6,2015,"1","BSA"
"10050053","1","0",".",".",".",".",3,2015,"1","BSA"
"10050053","1","0",".",".",".",".",3,2014,"1","BSA"
"10050053","1","0",".",".",".",".",6,2015,"1","BSA"
"10050054","1","0",".",".",".",".",2,2015,"1","BSA"
"10050055","1","0",".",".",".",".",2,2015,"1","BSA"
"10050056","1","0",".",".",".",".",2,2015,"1","BSA"
"10050057","1","0",".",".",".",".",2,2015,"1","BSA"
"10050058","1","0",".",".",".",".",2,2015,"1","BSA"
"10050059","1","0",".",".",".",".",2,2015,"1","BSA"
"10050060","1","1","1","0","0","0",3,2015,"1","BSA"
"10050062","1","0",".",".",".",".",3,2015,"1","BSA"
"10050064","1","0",".",".",".",".",3,2015,"1","BSA"
"10050065","1","0",".",".",".",".",3,2015,"1","BSA"
"10050065","1","0",".",".",".",".",12,2014,"1","BSA"
"10050065","1","0",".",".",".",".",5,2015,"1","BSA"
"10050065","1","0",".",".",".",".",7,2015,"1","BSA"
"10050066","1","0",".",".",".",".",3,2015,"1","BSA"
"10050066","1","0",".",".",".",".",7,2015,"1","BSA"
"10050066","1","0",".",".",".",".",5,2015,"1","BSA"
"10050066","1","0",".",".",".",".",4,2014,"1","BSA"
"10050067","1","0",".",".",".",".",5,2015,"1","BSA"
"10050067","1","0",".",".",".",".",3,2015,"1","BSA"
"10050067","1","0",".",".",".",".",11,2013,"1","BSA"
"10050067","1","0",".",".",".",".",7,2015,"1","BSA"
"10050068","1","0",".",".",".",".",12,2013,"1","BSA"
"10050068","1","0",".",".",".",".",7,2015,"1","BSA"
"10050068","1","0",".",".",".",".",3,2015,"1","BSA"
"10050069","1","0",".",".",".",".",7,2015,"1","BSA"
"10050069","1","0",".",".",".",".",3,2015,"1","BSA"
"10050069","1","0",".",".",".",".",5,2015,"1","BSA"
"10050070","1","0",".",".",".",".",7,2015,"1","BSA"
"10050070","1","0",".",".",".",".",5,2015,"1","BSA"
"10050070","1","0",".",".",".",".",3,2015,"1","BSA"
"10050071","1","0",".",".",".",".",2,2015,"1","BSA"
"10050072","1","0",".",".",".",".",2,2015,"1","BSA"
"10050073","1","0",".",".",".",".",2,2015,"1","BSA"
"10050074","1","0",".",".",".",".",2,2015,"1","BSA"
"10050075","1","0",".",".",".",".",2,2015,"1","BSA"
"10050076","1","0",".",".",".",".",2,2015,"1","BSA"
"10050077","1","0",".",".",".",".",3,2015,"1","BSA"
"10050077","1","0",".",".",".",".",6,2015,"1","BSA"
"10050077","1","0",".",".",".",".",6,2015,"1","BSA"
"10050078","1","1","0","1","1","0",3,2015,"1","BSA"
"10050078","1","0",".",".",".",".",6,2015,"1","BSA"
"10050079",".","0",".",".",".",".",3,2015,"1","BSA"
"10050079",".","0",".",".",".",".",6,2015,"1","BSA"
"10050080","1","0",".",".",".",".",6,2015,"1","BSA"
"10050080","1","0",".",".",".",".",3,2015,"1","BSA"
"10050081","1","0",".",".",".",".",6,2015,"1","BSA"
"10050081","1","0",".",".",".",".",4,2015,"1","BSA"
"10050081","1","0",".",".",".",".",3,2015,"1","BSA"
"10050081","1","0",".",".",".",".",5,2014,"1","BSA"
"10050082","1","0",".",".",".",".",6,2015,"1","BSA"
"10050082","1","0",".",".",".",".",4,2015,"1","BSA"
"10050082","1","0",".",".",".",".",3,2015,"1","BSA"
"10050082","1","0",".",".",".",".",11,2013,"1","BSA"
"10050083","1","0",".",".",".",".",1,2015,"1","BSA"
"10050084","1","0",".",".",".",".",3,2014,"1","BSA"
"10050084","1","0",".",".",".",".",6,2015,"1","BSA"
"10050084","1","0",".",".",".",".",7,2015,"1","BSA"
"10050084","1","1","0","1","1","0",1,2015,"1","BSA"
"10050086",".","1","1","1","0","0",5,2015,"1","BSA"
"10050086","1","0",".",".",".",".",1,2015,"1","BSA"
"10050086","1","0",".",".",".",".",7,2015,"1","BSA"
"10050087","1","0",".",".",".",".",8,2014,"1","BSA"
"10050087","1","0",".",".",".",".",1,2015,"1","BSA"
"10050088","1","0",".",".",".",".",2,2015,"1","BSA"
"10050088","1","0",".",".",".",".",12,2014,"1","BSA"
"10050089","1","0",".",".",".",".",3,2014,"1","BSA"
"10050089","1","0",".",".",".",".",2,2015,"1","BSA"
"10050090","1","0",".",".",".",".",2,2015,"1","BSA"
"10050091","1","0",".",".",".",".",2,2015,"1","BSA"
"10050092","1","0",".",".",".",".",2,2015,"1","BSA"
"10050092",".","1","1","0","0","0",4,2014,"1","BSA"
"10050093","1","0",".",".",".",".",2,2015,"1","BSA"
"10050094","1","0",".",".",".",".",2,2015,"1","BSA"
"10050095","1","0",".",".",".",".",2,2015,"1","BSA"
"10050096","1","0",".",".",".",".",12,2014,"1","BSA"
"10050096","1","0",".",".",".",".",6,2015,"1","BSA"
"10050096","1","0",".",".",".",".",2,2015,"1","BSA"
"10050097","1","0",".",".",".",".",2,2015,"1","BSA"
"10050097","1","0",".",".",".",".",6,2015,"1","BSA"
"10050098","1","0",".",".",".",".",4,2014,"1","BSA"
"10050098","1","0",".",".",".",".",6,2015,"1","BSA"
"10050098","1","0",".",".",".",".",2,2015,"1","BSA"
"10050099","1","0",".",".",".",".",2,2015,"1","BSA"
"10050099","1","0",".",".",".",".",6,2015,"1","BSA"
"10050100","1","0",".",".",".",".",2,2015,"1","BSA"
"10050100","1","0",".",".",".",".",11,2013,"1","BSA"
"10050100","1","0",".",".",".",".",6,2015,"1","BSA"
"10050101","1","0",".",".",".",".",1,2014,"1","BSA"
"10050101","1","0",".",".",".",".",2,2015,"1","BSA"
"10050101","1","0",".",".",".",".",6,2015,"1","BSA"
"10050102","1","0",".",".",".",".",5,2015,"1","BSA"
"10050102","1","0",".",".",".",".",8,2014,"1","BSA"
"10050102","1","0",".",".",".",".",2,2015,"1","BSA"
"10050102","1","0",".",".",".",".",2,2015,"1","BSA"
"10050102","1","0",".",".",".",".",6,2015,"1","BSA"
"10050102","1","0",".",".",".",".",3,2015,"1","BSA"
"10050103","1","0",".",".",".",".",2,2015,"1","BSA"
"10050104","1","1","0","0","0","0",5,2015,"1","BSA"
"10050104",".","0",".",".",".",".",10,2014,"1","BSA"
"10050104","1","0",".",".",".",".",6,2015,"1","BSA"
"10050104","1","0",".",".",".",".",2,2015,"1","BSA"
"10050105","1","0",".",".",".",".",6,2015,"1","BSA"
"10050105","1","0",".",".",".",".",2,2015,"1","BSA"
"10050105","1","0",".",".",".",".",5,2015,"1","BSA"
"10050106","1","0",".",".",".",".",5,2015,"1","BSA"
"10050106","1","0",".",".",".",".",2,2015,"1","BSA"
"10050106","1","0",".",".",".",".",6,2015,"1","BSA"
"10050106","1","0",".",".",".",".",3,2015,"1","BSA"
"10050107","1","0",".",".",".",".",5,2015,"1","BSA"
"10050107","1","0",".",".",".",".",2,2015,"1","BSA"
"10050107","0","0",".",".",".",".",4,2015,"1","BSA"
"10050107","1","0",".",".",".",".",6,2015,"1","BSA"
"10050108","1","0",".",".",".",".",8,2015,"1","BSA"
"10050108","1","0",".",".",".",".",3,2015,"1","BSA"
"10050108","1","0",".",".",".",".",5,2015,"1","BSA"
"10050109",".",".",".",".",".",".",7,2015,"1","BSA"
"10050109",".","1","1","0","0","0",5,2014,"1","BSA"
"10050109","1","0",".",".",".",".",7,2015,"1","BSA"
"10050110","1","0",".",".",".",".",8,2015,"1","BSA"
"10050111","1","0",".",".",".",".",3,2015,"1","BSA"
"10050111","1","0",".",".",".",".",7,2015,"1","BSA"
"10050111","1","0",".",".",".",".",5,2015,"1","BSA"
"10050111","1","0",".",".",".",".",12,2014,"1","BSA"
"10050112","1","0",".",".",".",".",10,2013,"1","BSA"
"10050112","1","0",".",".",".",".",7,2015,"1","BSA"
"10050112","1","0",".",".",".",".",8,2015,"1","BSA"
"10050113","1","0",".",".",".",".",6,2015,"1","BSA"
"10050113","1","0",".",".",".",".",3,2015,"1","BSA"
"10050113","1","0",".",".",".",".",4,2015,"1","BSA"
"10050113","1","0",".",".",".",".",3,2014,"1","BSA"
"10050114","1","0",".",".",".",".",4,2015,"1","BSA"
"10050114","1","0",".",".",".",".",6,2015,"1","BSA"
"10050114","1","0",".",".",".",".",3,2015,"1","BSA"
"10050114","1","0",".",".",".",".",7,2015,"1","BSA"
"10050115","1","0",".",".",".",".",7,2015,"1","BSA"
"10050115","1","0",".",".",".",".",3,2015,"1","BSA"
"10050115","1","0",".",".",".",".",6,2015,"1","BSA"
"10050115","1","0",".",".",".",".",1,2015,"1","BSA"
"10050115","1","0",".",".",".",".",12,2014,"1","BSA"
"10050116","1","0",".",".",".",".",3,2015,"1","BSA"
"10050116","1","0",".",".",".",".",10,2013,"1","BSA"
"10050116","1","0",".",".",".",".",6,2015,"1","BSA"
"10050117","1","0",".",".",".",".",4,2015,"1","BSA"
"10050117","1","0",".",".",".",".",3,2015,"1","BSA"
"10050117","1","0",".",".",".",".",6,2015,"1","BSA"
"10050118","1","0",".",".",".",".",2,2015,"1","BSA"
"10050118","1","0",".",".",".",".",6,2015,"1","BSA"
"10050118","1","0",".",".",".",".",5,2014,"1","BSA"
"10050119",".","0",".",".",".",".",4,2014,"1","BSA"
"10050119","1","0",".",".",".",".",6,2015,"1","BSA"
"10050120","1","0",".",".",".",".",6,2015,"1","BSA"
"10050121","1","0",".",".",".",".",6,2015,"1","BSA"
"10050122","1","0",".",".",".",".",6,2015,"1","BSA"
"10050123","1","0",".",".",".",".",6,2015,"1","BSA"
"10050123",".","0",".",".",".",".",5,2014,"1","BSA"
"10050124","1","0",".",".",".",".",1,2014,"1","BSA"
"10050124","1","0",".",".",".",".",6,2015,"1","BSA"
"10050124","1","0",".",".",".",".",2,2015,"1","BSA"
"10050125","1","1","0","0","1","0",2,2015,"1","BSA"
"10050126","1","1","1","0","1","0",2,2015,"1","BSA"
"10050126","1","0",".",".",".",".",6,2015,"1","BSA"
"10050127","1","0",".",".",".",".",2,2015,"1","BSA"
"10050127","1","0",".",".",".",".",6,2015,"1","BSA"
"10050128","1","0",".",".",".",".",1,2015,"1","BSA"
"10050128","1","0",".",".",".",".",6,2015,"1","BSA"
"10050129","1","0",".",".",".",".",7,2015,"1","BSA"
"10050129","1","1","0","1","0","0",1,2015,"1","BSA"
"10050129","1","0",".",".",".",".",6,2015,"1","BSA"
"10050129","1","0",".",".",".",".",5,2014,"1","BSA"
"10050129","0","1","0","1","1","0",12,2014,"1","BSA"
"10050130","1","0",".",".",".",".",6,2015,"1","BSA"
"10050130","1","0",".",".",".",".",5,2015,"1","BSA"
"10050130","1","0",".",".",".",".",1,2015,"1","BSA"
"10050131","1","1","0","1","0","0",1,2015,"1","BSA"
"10050131","1","0",".",".",".",".",6,2015,"1","BSA"
"10050132","1","0",".",".",".",".",6,2015,"1","BSA"
"10050132","1","0",".",".",".",".",1,2015,"1","BSA"
"10050133","1","0",".",".",".",".",1,2015,"1","BSA"
"10050133","1","0",".",".",".",".",6,2015,"1","BSA"
"10050134","1","0",".",".",".",".",5,2015,"1","BSA"
"10050134","1","0",".",".",".",".",1,2015,"1","BSA"
"10050134","1","0",".",".",".",".",6,2015,"1","BSA"
"10050134","1","0",".",".",".",".",6,2015,"1","BSA"
"10050135","1","0",".",".",".",".",3,2015,"1","BSA"
"10050136",".","1","1","0","0","0",11,2014,"1","BSA"
"10050138",".","0",".",".",".",".",1,2014,"1","BSA"
"10050138","1","0",".",".",".",".",3,2015,"1","BSA"
"10050140","1","0",".",".",".",".",7,2015,"1","BSA"
"10050140","1","0",".",".",".",".",12,2013,"1","BSA"
"10050140","1","0",".",".",".",".",3,2015,"1","BSA"
"10050140","1","0",".",".",".",".",7,2015,"1","BSA"
"10050140","1","0",".",".",".",".",6,2015,"1","BSA"
"10050141","1","0",".",".",".",".",1,2015,"1","BSA"
"10050141","1","0",".",".",".",".",7,2015,"1","BSA"
"10050141","1","0",".",".",".",".",7,2015,"1","BSA"
"10050141","1","0",".",".",".",".",6,2015,"1","BSA"
"10050141","1","0",".",".",".",".",3,2015,"1","BSA"
"10050142","1","0",".",".",".",".",2,2015,"1","BSA"
"10050142","1","0",".",".",".",".",7,2015,"1","BSA"
"10050142","1","0",".",".",".",".",6,2015,"1","BSA"
