1,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Aisaik","004-007-AI01","None","public","STH",1,257,"2018-03-17 00:00:00"
2,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Aonet Ac","004-007-AO01","None","private","STH",1,108,"2018-03-17 00:00:00"
3,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Balek B","004-007-BA01","None","public","STH",1,465,"2018-03-17 00:00:00"
4,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Baraka","004-007-BA03","None","public","STH",1,383,"2018-03-17 00:00:00"
5,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Barekeiyat","004-007-BA05","None","public","STH",1,185,"2018-03-17 00:00:00"
6,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Bariwot Aca","004-007-BA04","None","private","STH",1,62,"2018-03-17 00:00:00"
7,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Belgut","004-007-BE02","None","public","STH",1,320,"2018-03-17 00:00:00"
8,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Bilelga","004-007-BE01","None","public","STH",1,220,"2018-03-17 00:00:00"
9,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Bomet Christian","004-007-BO02","None","private","STH",1,38,"2018-03-17 00:00:00"
10,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Bomet Pry","004-007-BO01","None","public","STH",1,638,"2018-03-17 00:00:01"
11,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Bongo","004-007-BO04","None","public","STH",1,169,"2018-03-17 00:00:01"
12,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Bonyoriot","004-007-BO03","None","public","STH",1,152,"2018-03-17 00:00:01"
13,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Bredals","004-007-BR01","None","private","STH",1,136,"2018-03-17 00:00:01"
14,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Brilliant Kids","004-007-BR03","None","private","STH",1,106,"2018-03-17 00:00:01"
15,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Bukacha","004-007-BU01","None","public","STH",1,549,"2018-03-17 00:00:01"
16,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chebamban","004-007-CH22","None","public","STH",1,132,"2018-03-17 00:00:01"
17,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chebisian","004-007-CH27","None","public","STH",1,428,"2018-03-17 00:00:01"
18,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Cheboingong","004-007-CH02","None","public","STH",1,282,"2018-03-17 00:00:01"
19,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chebunbungo","004-007-CH24","None","public","STH",1,74,"2018-03-17 00:00:01"
20,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Cheche","004-007-CH20","None","private","STH",1,221,"2018-03-17 00:00:02"
21,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chelsa","004-007-CH04","None","private","STH",1,276,"2018-03-17 00:00:02"
22,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chematich","004-007-CH05","None","public","STH",1,200,"2018-03-17 00:00:02"
23,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chemomul","004-007-CH50","None","private","STH",1,213,"2018-03-17 00:00:02"
24,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chemorut","004-007-CH51","None","private","STH",1,101,"2018-03-17 00:00:02"
25,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chepkochon Son","004-007-SU01","None","private","STH",1,48,"2018-03-17 00:00:02"
26,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chepkolon","004-007-CH10","None","public","STH",1,504,"2018-03-17 00:00:02"
27,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chepkongony","004-007-CH12","None","public","STH",1,282,"2018-03-17 00:00:02"
28,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chepkurbet","004-007-CH13","None","public","STH",1,214,"2018-03-17 00:00:02"
29,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chepngaina","004-007-CH14","None","public","STH",1,366,"2018-03-17 00:00:02"
30,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Cheptembe","004-007-CH15","None","public","STH",1,333,"2018-03-17 00:00:03"
31,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Cheptuiyet","004-007-CH16","None","public","STH",1,435,"2018-03-17 00:00:03"
32,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chesoen","004-007-CH17","None","public","STH",1,695,"2018-03-17 00:00:03"
33,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chesoen Aca","004-007-CH18","None","private","STH",1,46,"2018-03-17 00:00:03"
34,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Cheswerta","004-007-CH19","None","public","STH",1,132,"2018-03-17 00:00:03"
35,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Choronok Greenfield","004-007-GR56","None","private","STH",1,90,"2018-03-17 00:00:03"
36,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Chuyat","004-007-CH21","None","public","STH",1,213,"2018-03-17 00:00:03"
37,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Coast Bay","004-007-CO02","None","private","STH",1,153,"2018-03-17 00:00:03"
38,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Davian","004-007-DI01","None","private","STH",1,85,"2018-03-17 00:00:03"
39,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Davsi","004-007-DA01","None","private","STH",1,257,"2018-03-17 00:00:03"
40,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Dr Sitory M","004-007-DR01","None","public","STH",1,392,"2018-03-17 00:00:04"
41,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Ebenezer","004-007-EB01","None","private","STH",1,265,"2018-03-17 00:00:04"
42,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Ecla","004-007-EC01","None","private","STH",1,287,"2018-03-17 00:00:04"
43,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Emkwenbor","004-007-EM01","None","private","STH",1,212,"2018-03-17 00:00:04"
44,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Emmaus Christian","004-007-EM02","None","private","STH",1,236,"2018-03-17 00:00:04"
45,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Ernest Memorial","004-007-ER01","None","private","STH",1,178,"2018-03-17 00:00:04"
46,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Fpfk","004-007-FP01","None","private","STH",1,188,"2018-03-17 00:00:04"
47,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Golden Child","004-007-GO02","None","private","STH",1,118,"2018-03-17 00:00:04"
48,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Greenland","004-007-GR01","None","private","STH",1,218,"2018-03-17 00:00:04"
49,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Irwaga","004-007-IR01","None","public","STH",1,230,"2018-03-17 00:00:04"
50,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Ivyana","004-007-IV01","None","private","STH",1,216,"2018-03-17 00:00:05"
51,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Jobes Academy","004-007-JO53","None","private","STH",1,120,"2018-03-17 00:00:05"
52,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Jonches Aca","004-007-JO01","None","private","STH",1,251,"2018-03-17 00:00:05"
53,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Jonjo Star","004-007-JO03","None","private","STH",1,46,"2018-03-17 00:00:05"
54,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Judea Academy","004-007-JU01","None","private","STH",1,199,"2018-03-17 00:00:05"
55,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Junior Amb","004-007-JU02","None","private","STH",1,161,"2018-03-17 00:00:05"
56,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kabungut","004-007-KA02","None","public","STH",1,481,"2018-03-17 00:00:05"
57,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kabusare","004-007-KA03","None","public","STH",1,281,"2018-03-17 00:00:05"
58,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kamobiriri","004-007-KA05","None","public","STH",1,367,"2018-03-17 00:00:05"
59,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kamogoro Mission","004-007-KA01","None","None","STH",1,,"2018-03-17 00:00:00"
60,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kamogoso Pry","004-007-KA06","None","public","STH",1,1012,"2018-03-17 00:00:00"
61,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kamoyo","004-007-KA07","None","public","STH",1,103,"2018-03-17 00:00:00"
62,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapcheluch B","004-007-KA58","None","public","STH",1,231,"2018-03-17 00:00:00"
63,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapkesiego","004-007-KA09","None","public","STH",1,206,"2018-03-17 00:00:00"
64,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapkikorwet","004-007-KA10","None","public","STH",1,386,"2018-03-17 00:00:00"
65,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapkoros Junior","004-007-KA21","None","private","STH",1,143,"2018-03-17 00:00:00"
66,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapkors","004-007-KA54","None","public","STH",1,133,"2018-03-17 00:00:00"
67,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kaplelach B","004-007-KA13","None","public","STH",1,280,"2018-03-17 00:00:00"
68,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapnariet","004-007-KA15","None","public","STH",1,421,"2018-03-17 00:00:00"
69,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapsigowo","004-007-KA16","None","public","STH",1,257,"2018-03-17 00:00:01"
70,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapsimbiri","004-007-KA17","None","public","STH",1,460,"2018-03-17 00:00:01"
71,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapsimotwo","004-007-KA18","None","public","STH",1,463,"2018-03-17 00:00:01"
72,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kapsoito","004-007-KA20","None","public","STH",1,399,"2018-03-17 00:00:01"
73,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kaptetgot","004-007-KA24","None","public","STH",1,489,"2018-03-17 00:00:01"
74,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kaptilolwa","004-007-KA27","None","public","STH",1,229,"2018-03-17 00:00:01"
75,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kaptorogo","004-007-KA25","None","public","STH",1,468,"2018-03-17 00:00:01"
76,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kecheiyat","004-007-KE01","None","public","STH",1,421,"2018-03-17 00:00:01"
77,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kelyot","004-007-KE02","None","public","STH",1,325,"2018-03-17 00:00:01"
78,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kibochi","004-007-KI01","None","public","STH",1,351,"2018-03-17 00:00:01"
79,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kimangora","004-007-KI19","None","public","STH",1,325,"2018-03-17 00:00:02"
80,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kimargis","004-007-KI02","None","public","STH",1,230,"2018-03-17 00:00:02"
81,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kipkebe Precious","004-007-KI06","None","private","STH",1,236,"2018-03-17 00:00:02"
82,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kipkoi","004-007-KI20","None","private","STH",1,234,"2018-03-17 00:00:02"
83,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kiplelji","004-007-KI07","None","public","STH",1,423,"2018-03-17 00:00:02"
84,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kiplokyi","004-007-KI08","None","public","STH",1,454,"2018-03-17 00:00:02"
85,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kiptewit","004-007-KI12","None","public","STH",1,223,"2018-03-17 00:00:02"
86,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kiptogoch","004-007-KI13","None","public","STH",1,195,"2018-03-17 00:00:02"
87,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kiramwok","004-007-HI15","None","public","STH",1,412,"2018-03-17 00:00:02"
88,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kiriswo","004-007-KI14","None","public","STH",1,308,"2018-03-17 00:00:02"
89,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kitaima","004-007-KI17","None","public","STH",1,460,"2018-03-17 00:00:03"
90,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kitoben","004-007-KI18","None","public","STH",1,557,"2018-03-17 00:00:03"
91,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kitwek Aca","004-007-KI59","None","private","STH",1,275,"2018-03-17 00:00:03"
92,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Koisomoi","004-007-KO01","None","public","STH",1,459,"2018-03-17 00:00:03"
93,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Koma -Tengecha","004-007-KO02","None","public","STH",1,188,"2018-03-17 00:00:03"
94,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Kwemkab Ilet","004-007-KW01","None","public","STH",1,385,"2018-03-17 00:00:03"
95,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Lawi","004-007-LA02","None","private","STH",1,212,"2018-03-17 00:00:03"
96,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Loswet","004-007-LO01","None","private","STH",1,121,"2018-03-17 00:00:03"
97,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Maaset","004-007-MA01","None","public","STH",1,316,"2018-03-17 00:00:03"
98,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Magenji","004-007-MA02","None","public","STH",1,170,"2018-03-17 00:00:03"
99,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Manyatta","004-007-MA03","None","public","STH",1,481,"2018-03-17 00:00:04"
100,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Matarmat","004-007-MA06","None","public","STH",1,262,"2018-03-17 00:00:04"
101,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Menet","004-007-ME01","None","public","STH",1,243,"2018-03-17 00:00:04"
102,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Menet Christian","004-007-ME04","None","private","STH",1,127,"2018-03-17 00:00:04"
103,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Merigi","004-007-ME02","None","private","STH",1,413,"2018-03-17 00:00:04"
104,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Moburo","004-007-MO01","None","public","STH",1,253,"2018-03-17 00:00:04"
105,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Mogindo","004-007-MO03","None","public","STH",1,372,"2018-03-17 00:00:04"
106,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Mogoiwet","004-007-MO04","None","public","STH",1,377,"2018-03-17 00:00:04"
107,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Mogoiwet Aca","004-007-MO12","None","None","STH",1,,"2018-03-17 00:00:04"
108,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Mondoiywet","004-007-MO05","None","public","STH",1,387,"2018-03-17 00:00:04"
109,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Mononwet","004-007-MO06","None","public","STH",1,176,"2018-03-17 00:00:05"
110,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Morit","004-007-MO07","None","public","STH",1,563,"2018-03-17 00:00:05"
111,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Motigo","004-007-MO09","None","public","STH",1,565,"2018-03-17 00:00:05"
112,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Motoimet","004-007-MO10","None","public","STH",1,295,"2018-03-17 00:00:05"
113,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Motumboru","004-007-MO11","None","public","STH",1,220,"2018-03-17 00:00:05"
114,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Msingi Mwema","004-007-KI05","None","private","STH",1,0,"2018-03-17 00:00:05"
115,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Mugango","004-007-MU01","None","public","STH",1,143,"2018-03-17 00:00:05"
116,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Ndaraweta","004-007-ND01","None","public","STH",1,406,"2018-03-17 00:00:05"
117,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Ngomwet","004-007-NG03","None","public","STH",1,261,"2018-03-17 00:00:05"
118,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Njeriah","004-007-NJ01","None","public","STH",1,444,"2018-03-17 00:00:00"
119,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Nyabongo","004-007-NY01","None","public","STH",1,151,"2018-03-17 00:00:00"
120,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Nyangorongo","004-007-NY04","None","public","STH",1,76,"2018-03-17 00:00:00"
121,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Nyongeres","004-007-NY02","None","public","STH",1,292,"2018-03-17 00:00:00"
122,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Olmotonyi","004-007-OL01","None","public","STH",1,322,"2018-03-17 00:00:00"
123,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Raiya","004-007-RA01","None","public","STH",1,275,"2018-03-17 00:00:00"
124,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Revival","004-007-RE01","None","private","STH",1,83,"2018-03-17 00:00:00"
125,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Royal Toomas","004-007-RO02","None","private","STH",1,464,"2018-03-17 00:00:00"
126,"Bomet","COUN02","Bomet Central",2012300,"Central","DIV000602","Salaik Academy","004-007-SA05","None","private","STH",1,103,"2018-03-17 00:00:00"
